Age,Income,Risk_Tolerance,Investment_Goal_Encoded,Experience_Years,User_Class
54,686869,7,3,33,Moderate
36,326689,3,0,15,Conservative
56,1716736,1,2,35,Conservative
33,337843,5,1,12,Moderate
34,1164933,6,1,13,Moderate
50,4173598,3,2,29,Moderate
67,4306143,8,0,46,Moderate
46,933126,1,2,25,Conservative
31,1409628,4,3,10,Moderate
33,364770,9,1,12,Moderate
55,2591994,6,2,34,Moderate
62,694210,1,2,41,Conservative
38,745175,10,0,17,Aggressive
62,350000,3,0,2,Conservative
25,1474502,1,2,4,Conservative
36,835402,1,2,15,Conservative
24,403510,3,1,3,Conservative
43,1221819,1,2,22,Conservative
51,668393,4,2,30,Conservative
62,2000000,8,2,10,Aggressive
44,166043,1,1,23,Conservative
25,439709,7,2,4,Moderate
27,954246,3,1,6,Moderate
54,915154,2,2,33,Conservative
59,1587988,5,2,38,Moderate
61,3658285,8,3,40,Aggressive
53,634002,7,3,32,Moderate
41,624786,7,1,20,Moderate
42,2746448,10,0,21,Aggressive
31,1110632,5,3,10,Moderate
33,1862100,3,2,12,Moderate
44,2971080,8,1,23,Aggressive
33,1024312,4,3,12,Moderate
25,729794,5,2,4,Moderate
69,491601,2,2,48,Conservative
66,474953,7,1,45,Moderate
41,2856427,1,2,20,Moderate
62,900000,6,2,5,Moderate
44,900000,10,2,20,Aggressive
50,444188,9,0,29,Moderate
51,1467824,4,2,30,Moderate
44,2464876,2,1,23,Moderate
44,4078305,7,3,23,Aggressive
34,1106441,6,1,13,Moderate
21,248331,3,1,0,Conservative
43,615881,4,1,22,Conservative
23,3723023,2,1,2,Moderate
37,1197348,2,1,16,Conservative
33,621246,10,2,12,Aggressive
46,907450,3,2,25,Conservative
24,3612900,6,1,3,Aggressive
53,2537329,4,2,32,Moderate
29,1215005,10,2,8,Aggressive
59,774399,4,0,38,Conservative
54,1387977,6,1,33,Moderate
54,527795,6,2,33,Moderate
33,814750,7,1,12,Moderate
67,1251598,8,2,46,Moderate
62,2000000,7,0,10,Moderate
51,710669,7,1,30,Moderate
51,3969920,3,1,30,Moderate
44,3894462,5,1,23,Moderate
52,1989854,5,1,31,Moderate
62,900000,10,1,10,Aggressive
59,871070,3,2,38,Conservative
42,954272,2,0,21,Conservative
35,460857,6,3,14,Moderate
49,2594516,9,0,28,Aggressive
27,1386165,6,2,6,Moderate
41,405754,8,1,20,Moderate
62,350000,8,0,20,Moderate
23,1173498,9,2,2,Aggressive
52,552790,2,1,31,Conservative
62,900000,7,0,20,Moderate
55,213672,5,3,34,Moderate
67,1129222,2,2,46,Conservative
56,1129388,8,2,35,Moderate
56,664960,7,3,35,Moderate
58,4473678,8,2,37,Aggressive
51,420163,6,2,30,Moderate
54,944303,10,1,33,Aggressive
68,294146,2,0,47,Conservative
53,501969,7,1,32,Moderate
62,350000,4,2,10,Conservative
54,313952,4,2,33,Conservative
58,203382,9,2,37,Moderate
46,782076,1,0,25,Conservative
37,299632,6,3,16,Moderate
29,1154949,8,2,8,Aggressive
32,866493,5,2,11,Moderate
18,1266933,4,2,0,Moderate
62,350000,7,2,10,Moderate
53,755088,3,1,32,Conservative
27,1065695,4,2,6,Moderate
48,1044371,7,2,27,Moderate
20,1378446,6,2,0,Moderate
44,2000000,8,1,10,Aggressive
19,4174732,10,2,0,Aggressive
36,2155363,3,2,15,Moderate
25,1341656,1,0,4,Conservative
62,2000000,5,2,10,Moderate
40,199063,7,2,19,Moderate
42,1124888,3,3,21,Moderate
49,455556,1,2,28,Conservative
46,212637,7,0,25,Moderate
52,4307479,5,1,31,Moderate
22,1250608,5,1,1,Moderate
23,597323,1,0,2,Conservative
62,900000,7,1,5,Moderate
36,3827977,4,2,15,Moderate
42,1104765,3,3,21,Moderate
36,1008271,4,2,15,Moderate
66,743796,7,0,45,Moderate
18,936153,7,1,0,Moderate
40,4270786,4,2,19,Moderate
44,2000000,8,2,2,Aggressive
62,900000,5,2,5,Moderate
44,900000,8,1,5,Moderate
65,1394750,5,3,44,Moderate
42,716262,4,2,21,Moderate
62,350000,2,1,0,Conservative
42,271682,8,2,21,Moderate
32,650748,8,1,11,Moderate
53,288457,9,2,32,Moderate
48,526200,1,2,27,Conservative
69,4336815,6,2,48,Moderate
62,900000,8,1,2,Moderate
26,257616,1,0,5,Conservative
62,900000,7,2,10,Moderate
61,466844,8,2,40,Moderate
49,1197171,6,0,28,Moderate
35,174977,5,1,14,Moderate
46,1188546,6,2,25,Moderate
66,572679,8,1,45,Moderate
34,1139233,10,1,13,Aggressive
28,1408895,5,3,7,Moderate
48,424223,1,2,27,Conservative
28,1153944,9,2,7,Aggressive
24,3067827,6,2,3,Aggressive
63,1243368,1,2,42,Conservative
37,649561,1,0,16,Conservative
37,1760330,10,2,16,Aggressive
44,3248485,7,2,23,Aggressive
47,4051388,5,2,26,Moderate
44,668695,10,2,23,Aggressive
35,174240,6,2,14,Moderate
48,812368,8,0,27,Moderate
50,240502,9,0,29,Moderate
31,3937261,8,0,10,Aggressive
37,1128277,5,1,16,Moderate
22,852818,9,2,1,Aggressive
41,3560220,3,3,20,Moderate
58,626976,5,0,37,Conservative
46,480730,8,2,25,Moderate
39,962784,5,0,18,Moderate
44,900000,6,2,10,Moderate
62,597117,6,2,41,Moderate
46,3712642,3,2,25,Moderate
61,4002787,9,2,40,Aggressive
56,1147751,2,0,35,Conservative
40,999879,6,2,19,Moderate
36,1131974,8,1,15,Moderate
34,590000,4,2,13,Moderate
55,611001,6,2,34,Moderate
21,1010089,6,0,0,Moderate
39,158915,8,1,18,Moderate
27,448061,9,3,6,Aggressive
34,644580,4,0,13,Conservative
32,551542,9,2,11,Aggressive
28,928830,2,2,7,Moderate
33,2299838,6,0,12,Moderate
37,1490972,4,2,16,Moderate
31,736375,10,1,10,Aggressive
27,3779419,8,1,6,Aggressive
39,1576793,9,2,18,Aggressive
61,1481804,3,1,40,Conservative
44,2000000,7,2,2,Aggressive
55,597264,10,1,34,Aggressive
59,1898120,3,2,38,Moderate
29,829345,9,1,8,Aggressive
26,2000000,10,1,20,Aggressive
46,1226596,7,0,25,Moderate
59,533569,9,3,38,Aggressive
53,285101,1,2,32,Conservative
40,3533259,7,2,19,Aggressive
62,900000,8,2,5,Moderate
62,900000,9,2,2,Aggressive
48,2172630,3,0,27,Conservative
55,399755,3,1,34,Conservative
62,900000,9,2,10,Aggressive
18,700498,2,0,0,Conservative
48,1150956,1,2,27,Conservative
18,715477,1,1,0,Conservative
28,1908914,10,2,7,Aggressive
36,1648049,1,2,15,Moderate
34,287328,7,1,13,Moderate
29,554736,6,1,8,Moderate
39,541881,1,3,18,Conservative
52,1072395,2,2,31,Conservative
29,385068,3,2,8,Moderate
59,1756157,9,1,38,Aggressive
34,1395316,8,2,13,Aggressive
35,1443032,6,2,14,Moderate
65,1149610,9,2,44,Aggressive
38,887406,7,1,17,Moderate
62,900000,8,2,10,Moderate
65,3097225,1,0,44,Conservative
37,512666,9,2,16,Aggressive
24,614472,3,3,3,Moderate
68,2961691,4,2,47,Moderate
54,831912,8,1,33,Moderate
46,256305,1,0,25,Conservative
56,763805,1,1,35,Conservative
23,321731,2,2,2,Conservative
50,302611,3,0,29,Conservative
39,1293393,8,2,18,Aggressive
39,638728,4,1,18,Conservative
32,254815,6,3,11,Moderate
20,617594,3,1,0,Conservative
43,1387700,2,1,22,Conservative
42,535171,7,2,21,Moderate
36,929491,7,0,15,Moderate
37,1424291,4,3,16,Moderate
62,2000000,7,2,10,Aggressive
50,365144,9,3,29,Aggressive
44,3726295,1,1,23,Conservative
51,2171133,10,2,30,Aggressive
51,1426009,5,0,30,Moderate
62,2000000,7,0,10,Moderate
36,186106,2,1,15,Conservative
32,679477,5,2,11,Moderate
35,1209466,4,1,14,Moderate
25,1404404,3,1,4,Moderate
26,1457170,10,1,5,Aggressive
62,350000,4,2,10,Conservative
58,1356489,5,3,37,Moderate
26,3002006,7,2,5,Aggressive
25,490702,3,0,4,Conservative
28,576991,1,1,7,Conservative
44,696712,10,1,23,Aggressive
21,740002,7,0,0,Moderate
23,350576,2,2,2,Conservative
44,900000,6,0,20,Moderate
19,1067590,1,2,0,Conservative
36,245614,9,0,15,Moderate
32,2552649,9,1,11,Aggressive
50,1273945,6,1,29,Moderate
44,2017961,6,1,23,Moderate
40,1322509,9,2,19,Aggressive
48,158375,7,2,27,Moderate
47,1165130,8,1,26,Moderate
44,2000000,10,0,20,Aggressive
62,900000,6,2,5,Moderate
43,1068983,10,2,22,Aggressive
40,2301654,5,1,19,Moderate
32,2748175,1,0,11,Conservative
36,2527631,8,2,15,Aggressive
44,900000,7,2,5,Moderate
19,443785,6,2,0,Moderate
44,806725,5,2,23,Moderate
54,232470,8,0,33,Moderate
32,514208,3,0,11,Conservative
36,1235345,3,0,15,Conservative
56,2357617,6,1,35,Moderate
46,725156,8,2,25,Moderate
24,701984,1,2,3,Conservative
41,3916836,5,1,20,Moderate
35,652862,8,2,14,Moderate
41,809400,4,1,20,Moderate
46,3690008,5,2,25,Moderate
56,1419911,9,2,35,Aggressive
36,603070,1,2,15,Conservative
32,350071,5,2,11,Moderate
55,208971,7,3,34,Moderate
51,416625,3,3,30,Conservative
19,709650,3,2,0,Moderate
39,919523,3,1,18,Conservative
42,400717,5,2,21,Moderate
44,2000000,6,2,2,Aggressive
42,1342472,7,2,21,Moderate
57,676847,4,2,36,Conservative
27,2380370,8,0,6,Aggressive
42,1042327,8,1,21,Moderate
53,1123340,7,3,32,Moderate
40,468863,6,2,19,Moderate
65,243396,5,1,44,Moderate
51,724095,6,1,30,Moderate
27,3415029,6,3,6,Aggressive
38,619575,7,0,17,Moderate
62,900000,7,0,5,Moderate
21,361318,4,0,0,Conservative
44,953737,6,2,23,Moderate
35,2924558,10,3,14,Aggressive
66,579079,9,2,45,Moderate
59,2131497,8,2,38,Aggressive
54,2542971,9,0,33,Aggressive
48,1045680,4,0,27,Conservative
32,453831,1,2,11,Conservative
57,3027531,8,0,36,Moderate
26,2554272,7,1,5,Aggressive
18,241540,1,0,0,Conservative
20,732414,9,2,0,Aggressive
58,4315039,1,0,37,Conservative
42,678101,6,1,21,Moderate
32,905400,7,2,11,Moderate
64,510435,8,2,43,Moderate
54,414202,4,1,33,Conservative
65,317121,6,2,44,Moderate
43,1268881,2,1,22,Conservative
67,616535,3,3,46,Conservative
44,2000000,7,1,10,Aggressive
37,1324599,3,2,16,Moderate
62,350000,1,2,5,Conservative
33,252015,1,2,12,Conservative
55,560066,3,0,34,Conservative
37,665213,10,0,16,Aggressive
48,528047,1,2,27,Conservative
62,900000,5,0,5,Moderate
62,2000000,7,0,10,Moderate
54,2728709,1,2,33,Conservative
38,1407769,10,2,17,Aggressive
23,856880,3,2,2,Moderate
26,942724,5,0,5,Moderate
55,1123825,1,2,34,Conservative
64,723849,3,1,43,Conservative
38,1132790,9,1,17,Aggressive
22,286936,8,1,1,Moderate
62,900000,5,2,5,Moderate
52,1039572,4,2,31,Moderate
31,767650,8,1,10,Moderate
31,190255,1,0,10,Conservative
29,1110694,1,2,8,Conservative
43,4199700,1,1,22,Conservative
62,658068,10,1,41,Aggressive
25,2969872,3,0,4,Moderate
21,1441252,1,1,0,Conservative
37,4780445,10,1,16,Aggressive
54,301552,9,2,33,Moderate
56,867888,8,3,35,Aggressive
47,179698,8,0,26,Moderate
67,605066,3,1,46,Conservative
19,1283626,10,2,0,Aggressive
29,457660,8,0,8,Moderate
40,961923,9,2,19,Aggressive
26,284117,9,2,5,Aggressive
56,4730305,3,2,35,Moderate
43,152726,1,0,22,Conservative
39,3142520,10,2,18,Aggressive
56,1692673,6,2,35,Moderate
62,2000000,8,2,20,Aggressive
57,679169,8,3,36,Moderate
59,306591,4,1,38,Conservative
43,549620,5,2,22,Moderate
62,900000,6,2,10,Moderate
53,654595,8,0,32,Moderate
62,900000,8,2,10,Moderate
51,4347296,6,2,30,Moderate
57,507036,6,0,36,Moderate
39,2421900,1,0,18,Conservative
38,800203,10,1,17,Aggressive
62,900000,8,2,10,Moderate
24,1196900,5,0,3,Moderate
43,494553,4,1,22,Conservative
40,153806,3,0,19,Conservative
51,579648,1,3,30,Conservative
37,490467,9,3,16,Aggressive
48,4974999,3,2,27,Moderate
62,350000,6,2,2,Moderate
43,2360643,6,2,22,Aggressive
21,865420,5,0,0,Moderate
53,553524,8,3,32,Moderate
48,471009,8,1,27,Moderate
42,526047,4,2,21,Moderate
42,3099054,4,0,21,Moderate
47,161249,2,3,26,Conservative
62,350000,5,0,5,Conservative
55,2331030,10,2,34,Aggressive
52,934411,7,1,31,Moderate
44,2000000,8,2,10,Aggressive
38,1276665,10,3,17,Aggressive
65,2785176,6,2,44,Moderate
36,1992372,6,0,15,Moderate
21,791386,8,1,0,Aggressive
36,513550,2,0,15,Conservative
42,695243,9,0,21,Moderate
23,1380360,6,2,2,Moderate
61,4159167,5,2,40,Moderate
58,4740839,4,1,37,Moderate
37,2114727,6,1,16,Moderate
32,4117867,4,0,11,Moderate
50,554232,4,3,29,Moderate
64,1282704,1,0,43,Conservative
24,2928558,1,3,3,Moderate
63,4119763,5,2,42,Moderate
38,4304050,9,3,17,Aggressive
46,1308544,3,0,25,Conservative
53,1169891,9,2,32,Aggressive
20,2625180,4,0,0,Moderate
68,1206673,5,1,47,Moderate
63,476682,9,1,42,Moderate
36,557284,3,3,15,Moderate
40,585955,4,2,19,Moderate
49,493249,3,1,28,Conservative
54,906311,10,2,33,Aggressive
43,616395,1,2,22,Conservative
33,1715547,2,1,12,Moderate
20,762072,1,2,0,Conservative
23,2369891,10,0,2,Aggressive
20,1174419,9,3,0,Aggressive
23,1442782,9,2,2,Aggressive
43,661200,1,0,22,Conservative
42,351660,3,2,21,Conservative
48,4057489,8,2,27,Aggressive
68,3026660,5,2,47,Moderate
55,871501,7,1,34,Moderate
32,4677433,6,1,11,Moderate
20,656613,3,2,0,Moderate
23,4444922,5,1,2,Moderate
27,1164986,2,2,6,Moderate
34,787205,2,0,13,Conservative
35,1248031,5,2,14,Moderate
35,528467,9,1,14,Moderate
66,651138,5,1,45,Moderate
24,3623397,1,3,3,Moderate
42,1410673,5,0,21,Moderate
62,900000,5,2,5,Moderate
44,670640,9,3,23,Aggressive
37,183848,9,2,16,Aggressive
53,1241913,3,0,32,Conservative
34,366582,5,2,13,Moderate
19,1104571,5,1,0,Moderate
58,677039,8,0,37,Moderate
55,4959797,7,2,34,Aggressive
56,474990,9,3,35,Aggressive
64,477400,5,0,43,Conservative
35,233763,5,1,14,Moderate
20,3614982,5,1,0,Moderate
35,953259,3,2,14,Moderate
51,216132,6,2,30,Moderate
37,462996,5,2,16,Moderate
24,4838388,4,2,3,Moderate
42,446827,9,2,21,Aggressive
37,1083575,3,2,16,Moderate
33,640775,5,2,12,Moderate
58,1469945,4,2,37,Moderate
43,651933,10,2,22,Aggressive
33,1376615,5,1,12,Moderate
62,900000,10,0,5,Aggressive
55,4709206,9,1,34,Aggressive
32,473794,7,2,11,Moderate
42,1097068,8,0,21,Moderate
18,1470766,5,1,0,Moderate
55,501454,7,2,34,Moderate
39,1676089,8,1,18,Aggressive
32,825437,6,1,11,Moderate
62,2000000,9,2,10,Aggressive
37,3197244,4,1,16,Moderate
23,1064818,9,2,2,Aggressive
62,900000,5,1,5,Moderate
47,917828,10,3,26,Aggressive
69,1481858,1,2,48,Conservative
46,374233,2,1,25,Conservative
53,855204,2,1,32,Conservative
53,951340,9,0,32,Moderate
62,350000,8,0,5,Moderate
19,331872,10,1,0,Aggressive
36,627692,1,1,15,Conservative
57,1487147,6,2,36,Moderate
58,637957,5,2,37,Moderate
62,350000,6,2,5,Moderate
28,711438,2,2,7,Moderate
69,727932,3,2,48,Conservative
36,268841,5,2,15,Moderate
62,350000,5,2,5,Moderate
48,594685,3,3,27,Conservative
28,715976,8,0,7,Moderate
50,2051680,1,0,29,Conservative
62,350000,5,0,0,Conservative
44,714001,4,2,23,Moderate
46,213225,4,2,25,Conservative
27,1141933,3,2,6,Moderate
21,744313,1,0,0,Conservative
27,970100,2,1,6,Conservative
29,198977,10,2,8,Aggressive
32,791265,9,2,11,Aggressive
18,1173370,10,0,0,Aggressive
58,235870,2,2,37,Conservative
65,895824,10,0,44,Aggressive
37,511004,5,3,16,Moderate
47,295465,5,1,26,Moderate
35,1378745,1,2,14,Conservative
20,580100,2,2,0,Conservative
33,734409,2,2,12,Conservative
34,411078,9,1,13,Moderate
63,1077553,7,2,42,Moderate
34,301415,1,1,13,Conservative
43,3074754,6,1,22,Moderate
35,4442217,8,3,14,Aggressive
40,388413,6,1,19,Moderate
29,656777,4,2,8,Moderate
48,652570,9,2,27,Moderate
49,4043326,10,1,28,Aggressive
25,738860,3,0,4,Conservative
44,2000000,8,1,5,Aggressive
35,603754,1,2,14,Conservative
42,1253003,3,0,21,Conservative
24,881948,2,3,3,Moderate
44,2000000,9,2,10,Aggressive
43,238829,6,1,22,Moderate
44,2236093,3,1,23,Moderate
29,968786,5,2,8,Moderate
31,4483889,10,2,10,Aggressive
48,276854,4,0,27,Conservative
55,718557,7,3,34,Moderate
23,835572,5,2,2,Moderate
41,157548,6,1,20,Moderate
35,426005,5,3,14,Moderate
39,470185,2,0,18,Conservative
54,1210645,10,2,33,Aggressive
62,2000000,7,1,5,Moderate
63,1146120,8,2,42,Moderate
46,2430092,5,1,25,Moderate
29,230655,5,2,8,Moderate
38,924947,1,1,17,Conservative
19,654469,7,0,0,Moderate
34,439986,10,0,13,Aggressive
25,4403549,4,1,4,Moderate
19,590125,3,1,0,Conservative
37,1339725,7,2,16,Moderate
36,745839,10,2,15,Aggressive
39,1462770,1,0,18,Conservative
20,2156951,8,2,0,Aggressive
24,2808435,3,2,3,Moderate
20,4318709,10,3,0,Aggressive
44,516981,6,1,23,Moderate
43,641895,7,3,22,Moderate
37,750775,3,2,16,Moderate
42,223278,2,0,21,Conservative
42,2007805,1,0,21,Conservative
42,1384134,7,1,21,Moderate
36,704125,7,2,15,Moderate
35,172967,2,3,14,Conservative
62,2000000,8,0,2,Moderate
21,2287388,1,0,0,Conservative
49,356777,9,1,28,Moderate
35,4488376,4,2,14,Moderate
37,261130,3,2,16,Conservative
33,484153,1,3,12,Conservative
22,1071102,7,1,1,Moderate
52,966782,6,2,31,Moderate
57,353307,2,3,36,Conservative
44,900000,6,3,10,Moderate
40,722929,3,3,19,Moderate
31,1282702,2,1,10,Conservative
47,548265,6,1,26,Moderate
47,1127695,4,1,26,Conservative
57,324660,10,2,36,Aggressive
53,330587,10,1,32,Aggressive
63,3768547,2,1,42,Conservative
41,530353,4,2,20,Moderate
22,679601,5,2,1,Moderate
66,156056,5,0,45,Conservative
25,362787,2,0,4,Conservative
27,1424235,8,2,6,Aggressive
48,2886809,4,2,27,Moderate
44,650463,3,2,23,Conservative
18,262099,7,1,0,Moderate
56,417421,1,2,35,Conservative
27,212693,2,2,6,Conservative
19,1055708,3,1,0,Moderate
53,824568,8,2,32,Moderate
24,219127,3,2,3,Moderate
27,432394,10,0,6,Aggressive
19,319220,10,0,0,Aggressive
32,920035,9,3,11,Aggressive
31,4939187,4,2,10,Moderate
33,3795475,5,1,12,Moderate
32,446799,5,2,11,Moderate
43,744146,5,0,22,Moderate
26,245876,7,2,5,Moderate
35,546607,9,2,14,Aggressive
42,1789400,3,3,21,Moderate
44,2628001,7,2,23,Aggressive
41,382223,1,2,20,Conservative
24,255395,5,2,3,Moderate
56,1390701,10,0,35,Aggressive
18,4150554,4,2,0,Moderate
54,1132111,1,2,33,Conservative
62,350000,5,1,5,Moderate
28,604817,6,2,7,Moderate
34,1256566,5,2,13,Moderate
43,546052,9,0,22,Moderate
52,445641,10,2,31,Aggressive
32,1342089,7,2,11,Moderate
36,4883926,8,0,15,Aggressive
34,2602110,5,1,13,Moderate
34,634788,3,2,13,Conservative
19,242907,7,3,0,Aggressive
52,3142892,3,2,31,Moderate
62,2000000,9,2,20,Aggressive
50,341707,10,3,29,Aggressive
19,151795,8,0,0,Moderate
63,473731,2,0,42,Conservative
46,541281,3,3,25,Conservative
41,173782,5,2,20,Moderate
44,470148,1,2,23,Conservative
35,800434,8,3,14,Aggressive
24,883400,2,0,3,Conservative
41,1032265,5,1,20,Moderate
36,791495,6,2,15,Moderate
49,1270813,9,1,28,Moderate
66,1040416,4,1,45,Conservative
38,485708,1,0,17,Conservative
41,1244623,10,2,20,Aggressive
46,893149,4,2,25,Moderate
24,2207121,10,3,3,Aggressive
62,2000000,9,2,10,Aggressive
19,483189,10,2,0,Aggressive
39,2076587,5,1,18,Moderate
34,312038,4,2,13,Moderate
62,900000,6,0,5,Moderate
44,213333,10,0,23,Aggressive
19,258646,6,1,0,Moderate
34,507265,4,0,13,Conservative
44,186698,10,1,23,Aggressive
21,655536,8,3,0,Aggressive
40,605233,4,3,19,Moderate
38,876535,9,3,17,Aggressive
33,4941560,4,3,12,Moderate
29,2910318,1,1,8,Moderate
43,1308077,9,3,22,Aggressive
50,1397797,5,2,29,Moderate
28,690092,6,2,7,Moderate
33,257309,4,0,12,Conservative
20,176949,7,2,0,Moderate
36,4279039,1,2,15,Moderate
52,795151,9,3,31,Aggressive
55,635715,3,2,34,Conservative
62,2000000,6,2,5,Moderate
59,883189,7,0,38,Moderate
52,592401,10,2,31,Aggressive
62,350000,9,2,10,Moderate
50,746156,2,2,29,Conservative
62,900000,3,2,10,Conservative
24,1097982,8,1,3,Aggressive
47,1098327,1,2,26,Conservative
46,2901346,10,2,25,Aggressive
62,613363,7,2,41,Moderate
62,2000000,8,2,10,Aggressive
19,152710,2,3,0,Moderate
52,199766,2,2,31,Conservative
32,866887,4,1,11,Moderate
36,2621943,4,1,15,Moderate
20,3645192,6,1,0,Aggressive
28,595105,3,2,7,Moderate
64,3199277,4,0,43,Moderate
32,4336465,6,2,11,Aggressive
31,4394936,5,3,10,Aggressive
27,1198904,6,2,6,Moderate
56,3998894,4,1,35,Moderate
62,350000,8,0,10,Moderate
47,932773,7,0,26,Moderate
48,1663594,3,1,27,Moderate
44,2000000,8,2,10,Aggressive
38,574023,1,1,17,Conservative
25,1673806,10,3,4,Aggressive
19,803209,4,3,0,Moderate
62,900000,9,0,20,Moderate
43,692211,9,2,22,Aggressive
51,4142078,5,2,30,Moderate
41,554752,10,0,20,Aggressive
62,900000,5,3,5,Moderate
32,350925,1,1,11,Conservative
37,590808,6,1,16,Moderate
29,307061,7,2,8,Moderate
32,1455347,4,2,11,Moderate
32,643496,6,1,11,Moderate
58,602378,6,0,37,Moderate
23,1394665,2,2,2,Moderate
44,203648,8,1,23,Moderate
63,4788171,4,2,42,Moderate
54,456565,8,1,33,Moderate
55,377589,2,1,34,Conservative
59,607162,6,2,38,Moderate
51,1445475,10,0,30,Aggressive
18,759149,1,0,0,Conservative
52,1073250,8,1,31,Moderate
33,478191,3,2,12,Conservative
68,4384399,4,2,47,Moderate
62,900000,7,2,10,Moderate
31,631867,8,3,10,Aggressive
64,3534859,1,3,43,Moderate
26,484358,9,0,5,Moderate
36,765253,5,2,15,Moderate
57,2320711,10,2,36,Aggressive
25,561636,5,0,4,Moderate
35,634178,8,0,14,Moderate
50,319701,8,1,29,Moderate
50,3624398,3,2,29,Moderate
67,4100745,2,0,46,Conservative
32,169117,10,2,11,Aggressive
32,224371,5,1,11,Moderate
37,2051850,9,3,16,Aggressive
39,2933097,9,2,18,Aggressive
59,783703,1,2,38,Conservative
39,840606,6,2,18,Moderate
49,775971,7,2,28,Moderate
18,654879,8,1,0,Moderate
29,1757231,6,2,8,Aggressive
26,303784,3,2,5,Moderate
29,341590,4,3,8,Moderate
55,806309,4,1,34,Conservative
61,999926,5,1,40,Moderate
35,914352,3,1,14,Conservative
44,359188,9,2,23,Aggressive
20,4386882,8,1,0,Aggressive
53,3288972,4,2,32,Moderate
37,397448,6,0,16,Moderate
53,2992741,6,3,32,Aggressive
58,4663836,10,1,37,Aggressive
32,3364733,7,0,11,Moderate
36,426317,1,1,15,Conservative
62,2000000,8,1,10,Aggressive
24,1701441,2,3,3,Moderate
55,1327340,10,2,34,Aggressive
27,510253,6,0,6,Moderate
37,1071969,2,0,16,Conservative
47,452544,5,1,26,Moderate
27,195206,2,0,6,Conservative
19,4236756,8,2,0,Aggressive
59,1269443,8,2,38,Moderate
33,3440026,3,2,12,Moderate
50,3199922,9,1,29,Aggressive
56,4273480,6,0,35,Moderate
66,1431121,2,3,45,Conservative
28,1022858,8,0,7,Moderate
41,1195750,3,2,20,Moderate
62,2000000,8,0,2,Moderate
33,798557,7,1,12,Moderate
37,4870743,9,3,16,Aggressive
37,1172391,6,2,16,Moderate
46,831812,6,1,25,Moderate
21,227465,3,2,0,Moderate
44,680649,6,1,23,Moderate
42,481682,8,2,21,Moderate
26,957908,5,1,5,Moderate
59,2922459,4,0,38,Moderate
37,1475922,3,1,16,Conservative
29,4563945,7,1,8,Aggressive
65,543491,8,0,44,Moderate
39,698927,2,2,18,Conservative
62,350000,5,2,10,Moderate
50,1120602,4,3,29,Moderate
28,851265,1,1,7,Conservative
29,272882,4,2,8,Moderate
59,1408095,4,0,38,Conservative
46,726822,2,1,25,Conservative
20,790996,4,2,0,Moderate
32,715557,1,2,11,Conservative
56,663086,2,2,35,Conservative
42,150346,4,2,21,Moderate
63,1425697,4,2,42,Moderate
19,1842302,8,1,0,Aggressive
33,634037,8,2,12,Moderate
40,393643,6,0,19,Moderate
28,783169,2,1,7,Conservative
67,860288,2,3,46,Conservative
39,1073820,3,2,18,Moderate
23,2452647,3,0,2,Moderate
48,196837,9,3,27,Aggressive
32,269863,9,1,11,Moderate
43,170840,2,3,22,Conservative
62,2000000,4,2,10,Moderate
21,1357813,3,2,0,Moderate
36,2846738,4,2,15,Moderate
38,925582,10,2,17,Aggressive
18,3174770,10,1,0,Aggressive
62,900000,7,2,5,Moderate
24,552876,10,2,3,Aggressive
63,4289850,10,3,42,Aggressive
62,350000,6,1,20,Moderate
50,770056,4,3,29,Moderate
43,333257,9,2,22,Aggressive
35,511509,10,1,14,Aggressive
26,2000000,7,1,5,Aggressive
44,994550,4,2,23,Moderate
19,291867,4,3,0,Moderate
22,650111,5,2,1,Moderate
42,2608837,9,1,21,Aggressive
